"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Library","NOC-624636","Covina Public Library unreachable.","2020-06-27 00:41:00","2020-06-27 00:51:00","00:10","","Covina Public Library / City Hall","Environmental","power outage",""
"CC","NOC-624632","CPE routers reboot.","2020-06-26 22:16:00","2020-06-26 22:45:00","00:29","","LA CCD","Environmental","power outage",""
"Multi-site","NOC-624616","Comcast brief outage.","2020-06-26 15:08:00","2020-06-26 15:11:00","00:03","","MARINet ;; Santa Rosa JC Public Safety Training Center ;; Santa Rosa JC Shone Agriculture Center ;; Santa Rosa Junior College","Comcast","other","Route reconvergence in telco core"
"Multi-site","NOC-624593","Multiple circuits experience a brief moment of instability in the NorCal area.","2020-06-26 10:45:00","2020-06-26 10:46:00","00:01","Butte COE ;; Glenn COE - Orland ;; Shasta COE ;; Tehama COE ;; Trinity COE","Orland Free Library","Comcast","other","Route reconvergence in telco"
"Multi-site","NOC-624403","Multiple AT&T circuits down.","2020-06-24 10:12:00","2020-06-26 09:00:00","46:48","Moreno Valley College ;; Riverside CCD","Norco CC","AT&T","faulty line card",""
"Multi-site","NOC-624570","Two Spectrum circuits went down.","2020-06-26 07:59:00","2020-06-26 08:02:00","00:03","Chaffey Joint UHSD ;; CSU San Bernardino ;; San Bernardino CSS ;; Victor Valley CCD","","Spectrum","unknown",""
"Multi-site","NOC-624558","Multiple AT&T circuits went down.","2020-06-26 04:06:00","2020-06-26 04:15:00","00:09","Sierra CC - Western Nevada County Center ;; Sierra CCD - Roseville Center ;; Sierra CCD - Tahoe-Truckee Center ;; Sierra Joint CCD","Los Rios CCD - Natomas Center ;; Los Rios CCD El Dorado Center ;; Los Rios CCD Rancho Cordova Ed_Center ;; Los Rios CCD West Sacramento Center","AT&T","unknown",""
"Library","NOC-624532","Madera County Library connectivity is down.","2020-06-25 17:30:00","2020-06-25 18:44:00","01:14","Merced County Library ;; Mariposa County Library","Madera County Library","Environmental","power outage",""
"CC","NOC-624482","Rio Hondo Santa Fe Fire Academy circuit to Tustin down.","2020-06-25 01:41:00","2020-06-25 05:42:00","04:01","Rio Hondo CC ;; Rio Hondo CC - Fire Academy ;; Rio Hondo CC - Pico Rivera Education Center ;; Rio Hondo CC - South Whittier Education Center ;; Rio Hondo CCD El Monte Education Center","","Spectrum","provider maintenance",""
"Multi-site","NOC-624488","Spectrum Circuits unstable towards LA Hub","2020-06-25 03:23:00","2020-06-25 04:07:00","00:44","Del Norte COE ;; Siskiyou COE ;; Tule-Lake Basin USD ;; Lassen COE ;; Plumas COE ;; Modoc COE ;; Loyalton HS / Sierra COE ;; UC Path Center","Signal Hill Public Library ;; Monrovia Public Library ;; Santa Fe Springs City Library William C Gordon Learning Center ;; Long Beach Public Library","Spectrum","unknown","RFO pending at the time of report"
"CSU","NOC-624498","CSU Stanislaus's circuit to Fergus is down.","2020-06-25 07:28:00","2020-06-25 07:47:00","00:19","CSU Stanislaus","","Environmental","utility maintenance",""
"Multi-site","NOC-624433","Multiple circuits are down in the Central Valley","2020-06-24 14:31:00","2020-06-25 01:02:00","10:31","Coalinga District Library ;; Chowchilla USD ;; College of the Sequoias ;; College of the Sequoias - Hanford Campus ;; College of the Sequoias - Tulare ;; CSU Bakersfield ;; CSU Fresno ;; Central Valley Independent Network ;; Earlimart_SD ;; Fresno CC ;; Fresno COE ;; Fresno County Library ;; Kern CCD ;; Kern COE ;; King COE ;; Kings County Library ;; Kern County Library ;; Madera COE ;; Madera County Library ;; Maripose COE ;; Mariposa County Library ;; Merced CC ;; Merced COE ;; Merced County Library ;; Porterville Public Library ;; Stanislaus COE ;; San Joaquin COE ;; San Joaquin Delta CC ;; Taft CC ;; Tulare COE ;; Tulare County Library ;; Tulare Public Library ;; West Hills College Lemoor ;; West Hills College ;; West Hills CCD North District Center","Porterville College","Vast","fiber cut",""
"UC","NOC-624404","The circuit to UCANR Inter Mountain is down.","2020-06-24 10:02:00","2020-06-25 01:30:00","15:28","","UCANR Inter-Mountain REC","Hunter Communications","fiber cut",""
"Library","NOC-624405","The circuit to Sierra Madre Public Library is up.","2020-06-24 10:27:00","2020-06-24 10:44:00","00:17","","Sierra Madre Public Library","Environmental","power outage",""
"K12/COE","NOC-624357","Riverside COE Murrieta Office is unavailable.","2020-06-24 01:13:00","2020-06-24 05:23:00","04:10","","Riverside COE - Murrieta Office","Environmental","unknown",""
"Multi-site","NOC-624364","Multiple circuits in the SoCal Region are down.","2020-06-24 01:54:00","2020-06-24 03:03:00","01:09","Antelope Valley College ;; Antelope Valley College Palmdale Education Center","Rancho Mirage Public Library","Spectrum","fiber damage",""
"Other","NOC-624355","CSU Moss Landing Marine Labs circuit to San Francisco is down.","2020-06-24 00:31:00","2020-06-24 02:28:00","01:57","Moss Landing Marine Labs","","Comcast","provider maintenance",""
"CC","NOC-624360","Irvine Valley CC circuit to Saddleback CC unstable.","2020-06-24 01:48:00","2020-06-24 02:21:00","00:33","Irvine Valley College ;; Saddleback CC","","AT&T","unknown",""
