"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Library","NOC-634874","Router reload by error","2020-11-07 16:15:00","2020-11-07 16:23:00","00:08","","Torrance Public Library - South East Branch Library","Environmental","power outage",""
"CC","NOC-634767","Santa Barbara City College - Schott Center circuit restored","2020-11-06 14:19:00","2020-11-07 03:47:00","13:28","","Santa Barbara City College - Schott Center","AT&T","faulty line card",""
"CC","NOC-634858","Routers reloaded.","2020-11-07 05:32:00","2020-11-07 05:45:00","00:13","Ventura County CCD Office","","Environmental","power outage",""
"CC","NOC-634853","Skyline CCD - 10GE Link to Oakland hub is down","2020-11-06 21:59:00","2020-11-06 22:17:00","00:18","Skyline College","","AT&T","unknown",""
"Multi-site","NOC-634697","Circuits Down in Southern California.","2020-11-05 06:13:00","2020-11-05 19:49:00","13:36","Santa Barbara CC ;; Santa Barbara City College - Schott Center ;; Santa Barbara City College - Wake Center ;; Santa Barbara City College Cosmetology Center ;; Santa Barbara COE ;; Santa Maria JUHSD","","SCE (So Cal Edison)","fiber cut",""
"CC","NOC-634843","Long Beach PCC circuit to Los Angeles hub site was unstable.","2020-11-06 18:26:00","2020-11-06 18:43:00","00:17","Long Beach City College ;; Long Beach PCC","","AT&T","higher level carrier",""
"Other","NOC-634805","Pepperdine University West LA Campus circuit is down.","2020-11-06 13:17:00","2020-11-06 18:29:00","05:12","Pepperdine University","","AT&T","other","Unplugged ATT fiber at their colo"
"Multi-site","NOC-634769","Multiple CVIN circuits down.","2020-11-06 01:48:00","2020-11-06 04:00:00","02:12","Fresno City College ;; State Center CCD (Fresno) ;; Taft College ;; West Hills Lemoore CC ;; West Hills North District Center CC","","Vast","provider maintenance",""
"CC","NOC-634762","Sierra Joint CCD / Sierra CCD Roseville Center unreachable.","2020-11-05 22:30:00","2020-11-06 03:25:00","04:55","Sierra CC - Western Nevada County Center ;; Sierra CCD - Tahoe-Truckee Center ;; Sierra Joint CCD","Sierra CCD - Roseville Center","Environmental","power outage",""
"Multi-site","NOC-634487","Multiple UCANR connections to Sacramento are down.","2020-11-02 11:46:00","2020-11-05 20:00:00","80:14","","UCANR Hansen REC ;; UCANR Lindcove REC ;; UCANR Sierra Foothill REC","GeoLinks","faulty line card",""
"Multi-site","NOC-634672","Multiple AT&T circuits are unstable in the SoCal Region","2020-11-04 23:23:00","2020-11-05 13:18:00","13:55","Pasadena CCD ;; Pasadena City College - Community Learning Center ;; Ventura COE ;; Whittier UHSD","","AT&T","faulty line card",""
"CC","NOC-634720","2 x 10GE circuits to Los Angeles and Norco College were unstable.","2020-11-05 10:27:00","2020-11-05 14:17:00","03:50","Norco CC ;; Riverside CCD","Moreno Valley College","AT&T","unknown",""
"CC","NOC-634674","Shasta COE DS3 circuits to Trinity COE have stabilized.","2020-11-05 00:29:00","2020-11-05 07:00:00","06:31","Shasta COE ;; Trinity COE","","AT&T","faulty line card","Issues with ATT radio towers"
"K12/COE","NOC-634656","Colusa COE is down","2020-11-04 17:23:00","2020-11-04 18:32:00","01:09","","Colusa COE","Environmental","power outage",""
"CC","NOC-634676","Rio Hondo Pico Rivera Education Center is down","2020-11-05 00:37:00","2020-11-05 05:37:00","05:00","Rio Hondo CC ;; Rio Hondo CC - Fire Academy ;; Rio Hondo CC - South Whittier Education Center ;; Rio Hondo CCD El Monte Education Center","Rio Hondo CC - Pico Rivera Education Center","Crown Castle","provider maintenance","Unannounced maintenance"
"CC","NOC-634673","Cabrillo CCD 10G circuit to Oakland is down.","2020-11-05 00:02:00","2020-11-05 04:00:00","03:58","Cabrillo CCD","","AT&T","higher level carrier",""
"Multi-site","NOC-634526","Multiple circuits were unstable in the Bay Area","2020-11-04 01:33:00","2020-11-04 04:57:00","03:24","","Marin COE ;; San Francisco COE ;; Sonoma State University","AT&T","faulty line card",""
"Library","NOC-633917","Yorba Linda Public Library is down.","2020-11-03 14:41:00","2020-11-03 14:42:00","00:01","","Yorba Linda Public Library","Environmental","power outage",""
"UC","NOC-634578","UC Merced Fiber outage","2020-11-03 16:44:00","2020-11-04 10:54:00","18:10","","University of California, Merced","CenturyLink (Level3)","fiber cut",""
"K12/COE","NOC-634593","100G circuit bounce.","2020-11-04 01:59:00","2020-11-04 02:05:00","00:06","Los Angeles USD - Van Nuys","","Crown Castle","provider maintenance","Fibers disturbed while working on unrelated maintenance"
